cur_ost_ind,loan_condition,dti_group,income_group,home_ownership,purpose,term,interest_payments,annual_inc,tot_loan_amount,avg_interest_rate,tot_upb,gco_units,avg_dti,tot_units
No,Bad Loan,30+,"(75k,100k]",own,debt_consolidation,60 months,Low,76000,24000,10.99,20189.03,1,33.95,1
No,Bad Loan,30+,"(75k,100k]",own,home_improvement,36 months,High,80000,16800,14.65,13673.56,1,32.24,1
No,Bad Loan,30+,"(75k,100k]",own,home_improvement,60 months,High,89460.8,128025,19.758,111789.39000000001,5,33.732,5
No,Bad Loan,30+,"(75k,100k]",own,major_purchase,36 months,Low,85000,15000,10.99,13199.14,1,37.21,1
No,Bad Loan,30+,"(75k,100k]",own,moving,36 months,High,91000,10000,21.98,8531.29,1,33.73,1
No,Bad Loan,30+,"(75k,100k]",own,moving,60 months,High,85000,10000,17.57,9309.86,1,30.66,1
No,Bad Loan,30+,"(75k,100k]",own,other,36 months,Low,99500,16500,11.08,1692.7199999999993,2,34.055,2
No,Bad Loan,30+,"(75k,100k]",own,other,60 months,High,89650,37000,21.395,35575.229999999996,2,31.145000000000003,2
No,Bad Loan,30+,"(75k,100k]",own,small_business,36 months,High,88000,5650,15.61,5525.94,1,38.46,1
No,Bad Loan,30+,"(75k,100k]",rent,car,36 months,High,79056,20000,18.25,16916.58,1,30.36,1
No,Bad Loan,30+,"(75k,100k]",rent,credit_card,36 months,High,84409.09090909091,210175,16.31,141803.45,11,31.745454545454546,11
No,Bad Loan,30+,"(75k,100k]",rent,credit_card,36 months,Low,86200,85600,11.37,56679.55,5,32.556,5
No,Bad Loan,30+,"(75k,100k]",rent,credit_card,60 months,High,85303.75,366400,19.233125,326442.87,16,33.35,16
No,Bad Loan,30+,"(75k,100k]",rent,credit_card,60 months,Low,85000,51000,12.440000000000001,45417.17,2,30.79,2
No,Bad Loan,30+,"(75k,100k]",rent,debt_consolidation,36 months,High,86294.46153846153,1017075,16.6725,765901.77,52,33.02576923076923,52
No,Bad Loan,30+,"(75k,100k]",rent,debt_consolidation,36 months,Low,83955.73076923077,360725,11.668076923076923,273014.2,26,33.61807692307692,26
No,Bad Loan,30+,"(75k,100k]",rent,debt_consolidation,60 months,High,85716.71428571429,2042300,19.992727272727272,1838594.22,77,33.24272727272727,77
No,Bad Loan,30+,"(75k,100k]",rent,debt_consolidation,60 months,Low,84450.33333333333,113200,12.233333333333334,103394.96,6,35.526666666666664,6
No,Bad Loan,30+,"(75k,100k]",rent,home_improvement,36 months,Low,98000,6000,11.53,5141.46,1,36.26,1
No,Bad Loan,30+,"(75k,100k]",rent,home_improvement,60 months,High,75400,29050,14.31,28035.37,1,32.26,1
No,Bad Loan,30+,"(75k,100k]",rent,house,36 months,High,81500,38175,20.485,32570.21,2,31.98,2
No,Bad Loan,30+,"(75k,100k]",rent,house,60 months,High,80000,16825,24.5,16225.31,1,34.55,1
No,Bad Loan,30+,"(75k,100k]",rent,major_purchase,36 months,High,85000,85000,16.74,64678.16,3,34.026666666666664,3
No,Bad Loan,30+,"(75k,100k]",rent,major_purchase,60 months,High,99000,35000,21.49,32190.55,1,31.44,1
No,Bad Loan,30+,"(75k,100k]",rent,medical,36 months,High,81000,4500,14.65,4298.19,1,34.7,1
No,Bad Loan,30+,"(75k,100k]",rent,moving,36 months,High,80000,7200,17.57,6733.24,1,31.88,1
No,Bad Loan,30+,"(75k,100k]",rent,other,36 months,High,82058.25,33800,15.5875,26817.73,4,31.4,4
No,Bad Loan,30+,"(75k,100k]",rent,other,36 months,Low,77726,14000,12.29,11316.75,1,32.58,1
No,Bad Loan,30+,"(75k,100k]",rent,other,60 months,High,83210.66666666667,118600,21.901666666666667,108427.24,6,33.660000000000004,6
No,Bad Loan,30+,"(75k,100k]",rent,small_business,36 months,High,84000,30000,19.99,27477.8,1,34.2,1
No,Bad Loan,30+,"(75k,100k]",rent,small_business,60 months,High,92000,35000,19.99,30471.21,1,32.38,1
No,Bad Loan,30+,"(75k,100k]",rent,vacation,36 months,High,87333.33333333333,34275,18.77,28744.980000000003,3,33.29,3
No,Bad Loan,30+,150k+,mortgage,credit_card,60 months,High,159080,30300,16.61,28099.73,2,33.845,2
No,Bad Loan,30+,150k+,mortgage,debt_consolidation,36 months,High,177866.66666666666,149650,14.941666666666666,110011.82,6,32.65,6
No,Bad Loan,30+,150k+,mortgage,debt_consolidation,36 months,Low,171250,96425,10.116,69269.23,5,30.808,5
No,Bad Loan,30+,150k+,mortgage,debt_consolidation,60 months,High,177750,218450,20.01625,197005.7,8,33.63875,8
No,Bad Loan,30+,150k+,mortgage,debt_consolidation,60 months,Low,167500,51000,12.649999999999999,41496.74,2,31.365000000000002,2
No,Bad Loan,30+,150k+,mortgage,home_improvement,36 months,High,220000,34975,21.67,34975,1,34.34,1
No,Bad Loan,30+,150k+,mortgage,medical,60 months,High,250000,19200,17.57,18374.24,1,30.36,1
No,Bad Loan,30+,150k+,mortgage,other,36 months,High,275500,45000,16.91,14497.01,2,32.2,2
No,Bad Loan,30+,150k+,mortgage,other,60 months,High,240000,25000,20.49,23247.85,1,30.9,1
No,Bad Loan,30+,150k+,mortgage,renewable_energy,60 months,High,160000,35000,20.99,34665.53,1,32.63,1
No,Bad Loan,30+,150k+,rent,credit_card,36 months,Low,171000,20000,10.99,7416.3099999999995,1,30.81,1
No,Bad Loan,30+,150k+,rent,debt_consolidation,60 months,High,163000,125000,21.935,104751.27,4,32.42,4
No,Bad Loan,30+,150k+,rent,debt_consolidation,60 months,Low,175000,20400,11.67,16579.19,1,31.84,1
No,Bad Loan,30+,150k+,rent,other,36 months,Low,151250,3050,12.59,2979.83,1,32.06,1
No,Bad Loan,30+,"[0,25k]",mortgage,credit_card,36 months,High,23750.5,28675,16.3425,18999.12,4,33.095,4
No,Bad Loan,30+,"[0,25k]",mortgage,credit_card,36 months,Low,21550,34050,11.657499999999999,24800.52,4,34.4275,4
No,Bad Loan,30+,"[0,25k]",mortgage,debt_consolidation,36 months,High,21011.333333333332,183725,17.474074074074075,147845.12,27,34.382962962962964,27
No,Bad Loan,30+,"[0,25k]",mortgage,debt_consolidation,36 months,Low,24192,4975,12.12,4020.51,1,32.59,1
No,Bad Loan,30+,"[0,25k]",mortgage,debt_consolidation,60 months,High,24266.666666666668,28250,22.806666666666665,26997.33,3,33.346666666666664,3
No,Bad Loan,30+,"[0,25k]",mortgage,home_improvement,36 months,High,23745,24875,16.335,23492.55,4,33.64,4
No,Bad Loan,30+,"[0,25k]",mortgage,major_purchase,36 months,High,21600,4200,13.33,4104.47,1,39,1
No,Bad Loan,30+,"[0,25k]",mortgage,medical,36 months,High,25000,3600,22.4,3382.88,1,31.88,1
No,Bad Loan,30+,"[0,25k]",mortgage,other,36 months,High,22669.833333333332,38050,18.576666666666664,30980.04,6,33.53333333333333,6
No,Bad Loan,30+,"[0,25k]",mortgage,other,60 months,High,21600,4000,14.09,1944.5900000000001,1,32.72,1
No,Bad Loan,30+,"[0,25k]",own,car,36 months,High,25000,11475,18.54,9563.41,1,30.28,1
No,Bad Loan,30+,"[0,25k]",own,credit_card,36 months,High,20037.272727272728,63000,16.21,50197.55,11,34.25181818181818,11
No,Bad Loan,30+,"[0,25k]",own,credit_card,36 months,Low,19880.571428571428,46050,11.065714285714286,34396.94,7,34.52571428571429,7
No,Bad Loan,30+,"[0,25k]",own,debt_consolidation,36 months,High,21151,267075,18.3665,218577.85,40,33.74275,40
No,Bad Loan,30+,"[0,25k]",own,debt_consolidation,36 months,Low,15125,17075,12.165,10429.4,4,33.8575,4
No,Bad Loan,30+,"[0,25k]",own,debt_consolidation,60 months,High,19591,14075,19.24,12261.82,2,32.625,2
No,Bad Loan,30+,"[0,25k]",own,home_improvement,36 months,High,23600,15825,20.14,11261.439999999999,2,33.795,2
No,Bad Loan,30+,"[0,25k]",own,home_improvement,60 months,High,23000,10000,16.99,9335.48,1,39.09,1
No,Bad Loan,30+,"[0,25k]",own,house,36 months,High,18900,8000,18.25,7486.58,1,30.67,1
No,Bad Loan,30+,"[0,25k]",own,major_purchase,36 months,High,19500,16775,16.93,15189.76,2,35.36,2
No,Bad Loan,30+,"[0,25k]",own,medical,36 months,High,24263.5,9825,18.09,9213.42,2,37.67,2
No,Bad Loan,30+,"[0,25k]",own,other,36 months,High,21466.666666666668,15775,20.15,12942.51,3,33.846666666666664,3
No,Bad Loan,30+,"[0,25k]",rent,car,36 months,High,18860,20325,17.4575,17315.64,4,33.0375,4
No,Bad Loan,30+,"[0,25k]",rent,car,36 months,Low,10068,2800,7.9,2661.54,1,31.23,1
No,Bad Loan,30+,"[0,25k]",rent,credit_card,36 months,High,20722.066666666666,179325,17.383666666666667,144794.62,30,33.01466666666666,30
No,Bad Loan,30+,"[0,25k]",rent,credit_card,36 months,Low,22481.125,99625,11.245625,68631.18,16,33.301875,16
No,Bad Loan,30+,"[0,25k]",rent,credit_card,60 months,High,24500,21725,22.405,20287.55,2,37.19,2
No,Bad Loan,30+,"[0,25k]",rent,debt_consolidation,36 months,High,20746.18045112782,797475,17.829323308270677,639700.72,133,33.933984962406015,133
No,Bad Loan,30+,"[0,25k]",rent,debt_consolidation,36 months,Low,20845.75,185525,12.115357142857142,130950.68,28,33.07107142857143,28
No,Bad Loan,30+,"[0,25k]",rent,debt_consolidation,60 months,High,23758,170250,21.201249999999998,156708.9,16,35.151875,16
No,Bad Loan,30+,"[0,25k]",rent,debt_consolidation,60 months,Low,25000,10000,10.15,9741.66,1,30.48,1
No,Bad Loan,30+,"[0,25k]",rent,home_improvement,36 months,High,21000,2850,20.99,2728.65,1,33.89,1
No,Bad Loan,30+,"[0,25k]",rent,home_improvement,36 months,Low,15720,4700,12.29,4370.78,1,31.3,1
No,Bad Loan,30+,"[0,25k]",rent,house,36 months,High,21110.5,13200,18.064999999999998,10105.189999999999,2,34.695,2
No,Bad Loan,30+,"[0,25k]",rent,major_purchase,36 months,High,18500,9250,18.994999999999997,5871.03,2,34.58,2
No,Bad Loan,30+,"[0,25k]",rent,medical,36 months,High,21500,10200,14.49,8904.71,2,31.605000000000004,2
No,Bad Loan,30+,"[0,25k]",rent,medical,36 months,Low,25000,7000,12.99,6839.94,1,32.31,1
No,Bad Loan,30+,"[0,25k]",rent,moving,36 months,High,21000,3000,18.24,2466.5,1,32.17,1
No,Bad Loan,30+,"[0,25k]",rent,other,36 months,High,20180.733333333334,62425,18.680666666666667,49226.61,15,34.192,15
No,Bad Loan,30+,"[0,25k]",rent,other,36 months,Low,15000,2075,12.69,1930.49,1,32.88,1
No,Bad Loan,30+,"[0,25k]",rent,small_business,36 months,High,25000,17175,20.44,14533.21,2,31.64,2
No,Bad Loan,30+,"[0,25k]",rent,vacation,36 months,High,10416,3250,24.5,2643.93,1,30.73,1
No,Bad Loan,30+,"[0,25k]",rent,vacation,36 months,Low,15675.5,10000,10.875,8886.470000000001,2,45.83,2
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,car,36 months,High,116000,13100,16.77,10729.630000000001,1,9.56,1
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,car,36 months,Low,114133.33333333333,36225,9.813333333333333,19884.93,3,6.576666666666666,3
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,car,60 months,Low,120000,6000,10.37,1244.6800000000003,1,5.23,1
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,credit_card,36 months,High,116500,265225,16.1025,194590.05,16,7.454375,16
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,credit_card,36 months,Low,113692.30769230769,377650,9.674615384615384,255651.17,26,6.7384615384615385,26
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,credit_card,60 months,High,112815.78947368421,433150,16.8,339662.23,19,8.152631578947368,19
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,credit_card,60 months,Low,122500,51000,11.34,49528.94,2,6.16,2
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,debt_consolidation,36 months,High,113056.6625,1364725,16.189375,872697.45,80,7.55025,80
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,debt_consolidation,36 months,Low,114296.31944444444,1265300,10.161805555555556,803683.51,72,6.455972222222222,72
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,debt_consolidation,60 months,High,114310.08988764045,2010650,19.066179775280897,1675292.81,89,7.237303370786517,89
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,debt_consolidation,60 months,Low,113326,360700,11.984375,301683.45,16,7.500625,16
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,home_improvement,36 months,High,112979.29411764706,267975,15.82235294117647,185558.13,17,6.418235294117647,17
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,home_improvement,36 months,Low,114576.19047619047,314400,10.59095238095238,194683.56,21,5.7785714285714285,21
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,home_improvement,60 months,High,113483.44444444444,877575,19.036944444444444,751218.57,36,6.536666666666666,36
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,home_improvement,60 months,Low,115949.33333333333,142375,11.515,93125.8,6,5.8116666666666665,6
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,house,36 months,High,120000,35000,22.009999999999998,21046.34,2,7.015000000000001,2
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,house,36 months,Low,114000,21000,8.9,14610.7,1,6.34,1
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,major_purchase,36 months,High,114596.71428571429,123025,16.077142857142857,100346.73,7,4.695714285714286,7
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,major_purchase,36 months,Low,111776,92500,11.715,74471.1,6,5.403333333333333,6
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,major_purchase,60 months,High,112750,133200,21.1625,121847.35,4,3.9850000000000003,4
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,major_purchase,60 months,Low,110000,17900,8.9,9350.22,1,9.6,1
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,medical,36 months,High,104000,33500,18.885,18162.38,2,6.77,2
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,medical,36 months,Low,115000,15000,7.69,11861.91,2,4.8,2
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,medical,60 months,High,118333.33333333333,63650,25.81,56776.89,3,5.806666666666667,3
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,moving,60 months,High,115000,13200,18.17,12645.24,1,0.35,1
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,other,36 months,High,110875,104050,18.44875,58987.52,8,6.4675,8
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,other,36 months,Low,113706.2,79300,10.594,60554.12,5,3.068,5
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,other,60 months,High,110269.85714285714,161000,19.447142857142858,132961.45,7,7.482857142857143,7
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,other,60 months,Low,107281.6,86950,12.418,59278.53,5,5.574,5
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,small_business,36 months,High,115666.66666666667,184200,17.01888888888889,137376.59,9,7.775555555555555,9
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,small_business,36 months,Low,108989.83333333333,113875,11.026666666666667,55943.96,6,4.528333333333333,6
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,small_business,60 months,High,109051,179800,19.731666666666666,127804.67,6,5.83,6
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,small_business,60 months,Low,106000,44250,11.23,33168.33,2,2.2350000000000003,2
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,vacation,36 months,High,123000,2000,23.43,1172.26,1,7.54,1
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,vacation,36 months,Low,117500,11500,10.17,9537.18,2,6.615,2
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,wedding,36 months,High,108000,8000,22.47,6287.37,1,7.33,1
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,wedding,36 months,Low,124000,20000,12.53,19540.77,1,1.61,1
No,Bad Loan,"[0,10]","(100k,125k]",mortgage,wedding,60 months,Low,103200,35000,12.42,22444.23,1,8.84,1
No,Bad Loan,"[0,10]","(100k,125k]",own,credit_card,36 months,High,118250,105875,16.6375,91788.22,4,6.305,4
No,Bad Loan,"[0,10]","(100k,125k]",own,credit_card,36 months,Low,115000,42000,9.773333333333333,21426.82,3,6.7,3
No,Bad Loan,"[0,10]","(100k,125k]",own,credit_card,60 months,High,120000,59000,16.565,47660.990000000005,2,9.35,2
No,Bad Loan,"[0,10]","(100k,125k]",own,credit_card,60 months,Low,120000,12000,12.99,9868.21,1,8.33,1
No,Bad Loan,"[0,10]","(100k,125k]",own,debt_consolidation,36 months,High,109201,142725,17.245555555555555,108654.34,9,7.1722222222222225,9
No,Bad Loan,"[0,10]","(100k,125k]",own,debt_consolidation,36 months,Low,115213,211600,8.763333333333334,154147.31,12,7.576666666666667,12
No,Bad Loan,"[0,10]","(100k,125k]",own,debt_consolidation,60 months,High,109486.54545454546,220200,19.757272727272728,198683.78,11,7.608181818181818,11
No,Bad Loan,"[0,10]","(100k,125k]",own,home_improvement,36 months,High,114800,108100,15.024000000000001,70171.75,5,6.706,5
No,Bad Loan,"[0,10]","(100k,125k]",own,home_improvement,36 months,Low,110692.5,125850,12.415,74617.14,6,4.878333333333333,6
No,Bad Loan,"[0,10]","(100k,125k]",own,home_improvement,60 months,High,111400,141100,19.716,121396.18,5,6.406,5
No,Bad Loan,"[0,10]","(100k,125k]",own,home_improvement,60 months,Low,111784,25000,8.18,23977.1,1,3.35,1
No,Bad Loan,"[0,10]","(100k,125k]",own,major_purchase,36 months,Low,125000,30000,7.51,26232.02,1,1.08,1
No,Bad Loan,"[0,10]","(100k,125k]",own,major_purchase,60 months,High,114600,53000,20.155,44829.85,2,3.585,2
No,Bad Loan,"[0,10]","(100k,125k]",own,major_purchase,60 months,Low,125000,25200,11.53,22614.54,1,1.16,1
No,Bad Loan,"[0,10]","(100k,125k]",own,other,36 months,High,114666.66666666667,48500,17.1,37176.520000000004,3,8.17,3
No,Bad Loan,"[0,10]","(100k,125k]",own,other,36 months,Low,104000,18000,9.99,14731.79,1,5.63,1
No,Bad Loan,"[0,10]","(100k,125k]",own,other,60 months,High,105350,30000,22.1,14197.8,2,9.685,2
No,Bad Loan,"[0,10]","(100k,125k]",own,other,60 months,Low,117500,45000,12.489999999999998,37564.65,2,5.595000000000001,2
No,Bad Loan,"[0,10]","(100k,125k]",own,small_business,36 months,High,111100,80200,19.344,57968.9,5,7.064,5
No,Bad Loan,"[0,10]","(100k,125k]",own,small_business,60 months,High,106500,65000,17.12,46257.71,2,7.575,2
No,Bad Loan,"[0,10]","(100k,125k]",own,vacation,36 months,Low,120000,19825,11.53,18893.44,1,8.32,1
No,Bad Loan,"[0,10]","(100k,125k]",rent,car,36 months,High,112250,64350,17.215,54426.1,4,4.77,4
No,Bad Loan,"[0,10]","(100k,125k]",rent,car,36 months,Low,109000,48000,9.44,37848.74,2,6.93,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,car,60 months,High,112333.33333333333,45925,22.29,42440.240000000005,3,8.106666666666666,3
No,Bad Loan,"[0,10]","(100k,125k]",rent,credit_card,36 months,High,115755.46153846153,206400,16.732307692307693,146752.69,13,7.543846153846154,13
No,Bad Loan,"[0,10]","(100k,125k]",rent,credit_card,36 months,Low,113992.95454545454,378350,9.81,256607.64,22,7.009545454545455,22
No,Bad Loan,"[0,10]","(100k,125k]",rent,credit_card,60 months,High,112494.25,198050,19.11875,152121.48,8,5.71125,8
No,Bad Loan,"[0,10]","(100k,125k]",rent,credit_card,60 months,Low,107500,30000,9.085,27534.480000000003,2,7.91,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,debt_consolidation,36 months,High,113710.36507936507,982125,15.964285714285714,654858.25,63,6.6519047619047615,63
No,Bad Loan,"[0,10]","(100k,125k]",rent,debt_consolidation,36 months,Low,114178.5,784825,10.9332,518035.12,50,7.2494,50
No,Bad Loan,"[0,10]","(100k,125k]",rent,debt_consolidation,60 months,High,114428.58823529411,1137675,18.64843137254902,949076.41,51,6.893529411764706,51
No,Bad Loan,"[0,10]","(100k,125k]",rent,debt_consolidation,60 months,Low,114800,82400,10.241999999999999,63840.12,5,6.7299999999999995,5
No,Bad Loan,"[0,10]","(100k,125k]",rent,educational,36 months,High,102000,10000,13.24,9542.17,1,7.31,1
No,Bad Loan,"[0,10]","(100k,125k]",rent,home_improvement,36 months,High,117500,33700,14.82,32647.07,2,2.94,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,home_improvement,36 months,Low,115000,17400,11.41,11156.24,2,4.535,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,home_improvement,60 months,High,111666.66666666667,64725,18.333333333333332,53045.74,3,8.27,3
No,Bad Loan,"[0,10]","(100k,125k]",rent,house,36 months,High,125000,21000,15.61,19116.15,1,7.57,1
No,Bad Loan,"[0,10]","(100k,125k]",rent,house,36 months,Low,122500,34000,9.945,12127.09,2,7.78,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,house,60 months,High,116000,19000,18.67,10504.64,2,5.455,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,major_purchase,36 months,High,115000,53000,17.605,48073.03,2,8.615,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,major_purchase,36 months,Low,113571.42857142857,146200,10.808571428571428,99838.05,7,6.228571428571429,7
No,Bad Loan,"[0,10]","(100k,125k]",rent,major_purchase,60 months,High,125000,35000,16.29,31376.96,1,7.61,1
No,Bad Loan,"[0,10]","(100k,125k]",rent,medical,36 months,High,117482,35725,16.393333333333334,23052.62,3,6.63,3
No,Bad Loan,"[0,10]","(100k,125k]",rent,medical,36 months,Low,110000,5000,11.53,4883.08,1,5.02,1
No,Bad Loan,"[0,10]","(100k,125k]",rent,medical,60 months,High,120000,27050,23.7,26064.59,1,7.89,1
No,Bad Loan,"[0,10]","(100k,125k]",rent,moving,36 months,High,110116.66666666667,19200,17.463333333333335,8844.47,3,5.256666666666667,3
No,Bad Loan,"[0,10]","(100k,125k]",rent,moving,60 months,High,108174,27075,24.875,22546.98,2,6.865,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,other,36 months,High,113071.42857142857,205800,17.623571428571427,145782.12,14,5.474285714285714,14
No,Bad Loan,"[0,10]","(100k,125k]",rent,other,36 months,Low,120000,21475,9.55,9970.169999999998,2,1.5999999999999999,2
No,Bad Loan,"[0,10]","(100k,125k]",rent,other,60 months,High,109846.4,113625,20.878,79253.94,5,7.704000000000001,5
